adminer,http://wpn-xm.org/get.php?s=adminer,adminer.php,4.1.0
closure-compiler,http://wpn-xm.org/get.php?s=closure-compiler,closure-compiler.zip,latest
composer,http://wpn-xm.org/get.php?s=composer,composer.phar,1.0
imagick,http://wpn-xm.org/get.php?s=imagick,imagick.zip,6.8.9-5
junction,http://wpn-xm.org/get.php?s=junction,junction.zip,1.0
mariadb,http://wpn-xm.org/get.php?s=mariadb,mariadb.zip,10.1.0
memadmin,http://wpn-xm.org/get.php?s=memadmin,memadmin.zip,1.0.12
memcached,http://wpn-xm.org/get.php?s=memcached,memcached.zip,1.4.5
mongodb,http://wpn-xm.org/get.php?s=mongodb,mongodb.zip,2.7.3
nginx,http://wpn-xm.org/get.php?s=nginx,nginx.zip,1.7.3
node,http://wpn-xm.org/get.php?s=node,node.exe,0.11.13
nodenpm,http://wpn-xm.org/get.php?s=nodenpm,nodenpm.zip,1.4.12
openssl,http://wpn-xm.org/get.php?s=openssl,openssl.exe,1.0.1h
pear,http://wpn-xm.org/get.php?s=pear,go-pear.phar,1.0
perl,http://wpn-xm.org/get.php?s=perl,perl.zip,5.20.0.1
php,http://wpn-xm.org/get.php?s=php,php.zip,5.4.30
phpext_amqp,http://wpn-xm.org/get.php?s=phpext_amqp,phpext_amqp.zip,1.4.0
phpext_apc,http://wpn-xm.org/get.php?s=phpext_apc,phpext_apc.zip,3.1.13
phpext_imagick,http://wpn-xm.org/get.php?s=phpext_imagick,phpext_imagick.zip,3.2.0b2
phpext_mailparse,http://wpn-xm.org/get.php?s=phpext_mailparse,phpext_mailparse.zip,2.1.6
phpext_memcache,http://wpn-xm.org/get.php?s=phpext_memcache,phpext_memcache.zip,3.0.8
phpext_mongo,http://wpn-xm.org/get.php?s=phpext_mongo,phpext_mongo.zip,1.4.5
phpext_msgpack,http://wpn-xm.org/get.php?s=phpext_msgpack,phpext_msgpack.zip,0.5.5
phpext_phalcon,http://wpn-xm.org/get.php?s=phpext_phalcon,phpext_phalcon.zip,1.3.2
phpext_rar,http://wpn-xm.org/get.php?s=phpext_rar,phpext_rar.zip,3.0.2
phpext_trader,http://wpn-xm.org/get.php?s=phpext_trader,phpext_trader.zip,0.3.0
phpext_varnish,http://wpn-xm.org/get.php?s=phpext_varnish,phpext_varnish.zip,1.1.1
phpext_wincache,http://wpn-xm.org/get.php?s=phpext_wincache,phpext_wincache.exe,1.3.4.0
phpext_xcache,http://wpn-xm.org/get.php?s=phpext_xcache,phpext_xcache.zip,3.1.0
phpext_xdebug,http://wpn-xm.org/get.php?s=phpext_xdebug,phpext_xdebug.dll,2.2.5
phpext_xhprof,http://wpn-xm.org/get.php?s=phpext_xhprof,phpext_xhprof.zip,0.10.6
phpext_zmq,http://wpn-xm.org/get.php?s=phpext_zmq,phpext_zmq.zip,1.1.2
phpmemcachedadmin,http://wpn-xm.org/get.php?s=phpmemcachedadmin,phpmemcachedadmin.zip,1.2.2
phpmyadmin,http://wpn-xm.org/get.php?s=phpmyadmin,phpmyadmin.zip,4.2.6
postgresql,http://wpn-xm.org/get.php?s=postgresql,postgresql.zip,9.3.4
redis,http://wpn-xm.org/get.php?s=redis,redis.zip,2.6.14
rockmongo,http://wpn-xm.org/get.php?s=rockmongo,rockmongo.zip,1.1.7
sendmail,http://wpn-xm.org/get.php?s=sendmail,sendmail.zip,1.0
varnish,http://wpn-xm.org/get.php?s=varnish,varnish.zip,3.0.2
webgrind,http://wpn-xm.org/get.php?s=webgrind,webgrind.zip,1.0
wpnxmscp,http://wpn-xm.org/get.php?s=wpnxmscp,wpnxmscp.zip,0.6.1
xhprof,http://wpn-xm.org/get.php?s=xhprof,xhprof.zip,1.0
